TransectID,Meter,SampleID,Density.Quadrat.Size.m2,Total.shoots,Flowering.shoots,Cover.Quadrat.Size.m2,Percent.Seagrass,Percent.Bare,Percent.Other,Density.shoots.m2
2019-08-02_BB_F_U3,m8,2019-08-02_BB_F_U3_m8,0.25,31,0,0.5,85,15,0,124
2019-08-02_BB_F_U3,m12,2019-08-02_BB_F_U3_m12,0.25,32,1,0.5,100,0,0,128
2019-08-02_BB_F_U3,m16,2019-08-02_BB_F_U3_m16,0.25,26,0,0.5,80,20,0,104
2019-08-02_BB_F_L4,m4,2019-08-02_BB_F_L4_m4,0.25,11,0,0.5,70,30,0,44
2019-08-02_BB_F_L4,m8,2019-08-02_BB_F_L4_m8,0.25,15,0,0.5,75,25,0,60
2019-08-02_BB_F_L4,m12,2019-08-02_BB_F_L4_m12,0.25,19,0,0.5,90,10,0,76
2019-08-02_BB_F_L4,m16,2019-08-02_BB_F_L4_m16,0.25,18,0,0.5,90,10,0,72
2019-08-02_BB_F_L5,m4,2019-08-02_BB_F_L5_m4,0.25,19,0,0.5,90,10,2,76
2019-08-02_BB_F_L5,m8,2019-08-02_BB_F_L5_m8,0.25,19,0,0.5,90,10,0,76
2019-08-02_BB_F_L5,m12,2019-08-02_BB_F_L5_m12,0.25,20,0,0.5,100,0,0,80
2019-08-02_BB_F_L5,m16,2019-08-02_BB_F_L5_m16,0.25,18,0,0.5,95,5,0,72
2019-08-02_BB_F_L6,m4,2019-08-02_BB_F_L6_m4,0.25,12,1,0.5,95,5,0,48
2019-08-02_BB_F_L6,m8,2019-08-02_BB_F_L6_m8,0.25,14,1,0.5,100,0,0,56
2019-08-02_BB_F_L6,m12,2019-08-02_BB_F_L6_m12,0.25,10,1,0.5,98,2,0,40
2019-08-02_BB_F_L6,m16,2019-08-02_BB_F_L6_m16,0.25,10,0,0.5,100,0,0,40
2019-07-14_AK_A_U1,m4,2019-07-14_AK_A_U1_m4,0.25,120,0,0.25,50,50,0,480
2019-07-14_AK_A_U1,m8,2019-07-14_AK_A_U1_m8,0.25,182,0,0.25,60,40,0,728
2019-07-14_AK_A_U1,m12,2019-07-14_AK_A_U1_m12,0.25,93,0,0.25,40,60,0,372
2019-07-14_AK_A_U1,m16,2019-07-14_AK_A_U1_m16,0.25,125,0,0.25,45,55,0,500
2019-07-14_AK_A_U2,m4,2019-07-14_AK_A_U2_m4,0.25,295,0,0.25,55,45,0,1180
2019-07-14_AK_A_U2,m8,2019-07-14_AK_A_U2_m8,0.25,180,0,0.25,40,60,0,720
2019-07-14_AK_A_U2,m12,2019-07-14_AK_A_U2_m12,0.25,100,4,0.25,50,50,0,400
2019-07-14_AK_A_U2,m16,2019-07-14_AK_A_U2_m16,0.25,158,0,0.25,75,25,0,632
2019-07-14_AK_A_U3,m4,2019-07-14_AK_A_U3_m4,0.25,215,2,0.25,92,8,0,860
2019-07-14_AK_A_U3,m8,2019-07-14_AK_A_U3_m8,0.25,176,2,0.25,90,10,0,704
2019-07-14_AK_A_U3,m12,2019-07-14_AK_A_U3_m12,0.25,172,1,0.25,85,10,5,688
2019-07-14_AK_A_U3,m16,2019-07-14_AK_A_U3_m16,0.25,190,0,0.25,72,16,6,760
2019-07-14_AK_A_L4,m4,2019-07-14_AK_A_L4_m4,0.25,219,2,0.25,100,0,0,876
2019-07-14_AK_A_L4,m8,2019-07-14_AK_A_L4_m8,0.25,184,3,0.25,100,0,0,736
2019-07-14_AK_A_L4,m12,2019-07-14_AK_A_L4_m12,0.25,251,1,0.25,100,0,0,1004
2019-07-14_AK_A_L4,m16,2019-07-14_AK_A_L4_m16,0.25,246,1,0.25,100,0,0,984
2019-07-14_AK_A_L5,m4,2019-07-14_AK_A_L5_m4,0.25,189,0,0.25,100,0,0,756
2019-07-14_AK_A_L5,m8,2019-07-14_AK_A_L5_m8,0.25,131,0,0.25,97,3,0,524
2019-07-14_AK_A_L5,m12,2019-07-14_AK_A_L5_m12,0.25,110,2,0.25,96,4,0,440
2019-07-14_AK_A_L5,m16,2019-07-14_AK_A_L5_m16,0.25,112,1,0.25,100,0,0,448
2019-07-14_AK_A_L6,m4,2019-07-14_AK_A_L6_m4,0.25,118,1,0.25,98,2,0,472
2019-07-14_AK_A_L6,m8,2019-07-14_AK_A_L6_m8,0.25,107,0,0.25,99,1,0,428
2019-07-14_AK_A_L6,m12,2019-07-14_AK_A_L6_m12,0.25,162,4,0.25,98,2,0,648
2019-07-14_AK_A_L6,m16,2019-07-14_AK_A_L6_m16,0.25,158,3,0.25,99,1,0,632
2019-07-15_AK_B_U1,m4,2019-07-15_AK_B_U1_m4,0.25,68,0,0.25,50,30,20,272
2019-07-15_AK_B_U1,m8,2019-07-15_AK_B_U1_m8,0.25,27,0,0.25,20,80,0,108
2019-07-15_AK_B_U1,m12,2019-07-15_AK_B_U1_m12,0.25,32,0,0.25,20,80,0,128
2019-07-15_AK_B_U1,m16,2019-07-15_AK_B_U1_m16,0.25,12,0,0.25,10,90,0,48
2019-07-15_AK_B_U2,m4,2019-07-15_AK_B_U2_m4,0.25,25,0,0.25,60,40,0,100
2019-07-15_AK_B_U2,m8,2019-07-15_AK_B_U2_m8,0.25,36,0,0.25,45,55,0,144
2019-07-15_AK_B_U2,m12,2019-07-15_AK_B_U2_m12,0.25,68,0,0.25,70,30,0,272
2019-07-15_AK_B_U2,m16,2019-07-15_AK_B_U2_m16,0.25,19,0,0.25,20,80,0,76
2019-07-15_AK_B_U3,m4,2019-07-15_AK_B_U3_m4,0.25,56,0,0.25,80,20,0,224
2019-07-15_AK_B_U3,m8,2019-07-15_AK_B_U3_m8,0.25,49,0,0.25,95,5,0,196
2019-07-15_AK_B_U3,m12,2019-07-15_AK_B_U3_m12,0.25,64,1,0.25,45,55,0,256
2019-07-15_AK_B_U3,m16,2019-07-15_AK_B_U3_m16,0.25,58,1,0.25,69,30,1,232
2019-07-15_AK_B_L4,m4,2019-07-15_AK_B_L4_m4,0.25,99,0,0.25,55,45,0,396
2019-07-15_AK_B_L4,m8,2019-07-15_AK_B_L4_m8,0.25,62,0,0.25,75,20,5,248
2019-07-15_AK_B_L4,m12,2019-07-15_AK_B_L4_m12,0.25,65,0,0.25,92,8,0,260
2019-07-15_AK_B_L4,m16,2019-07-15_AK_B_L4_m16,0.25,69,0,0.25,90,10,0,276
2019-07-15_AK_B_L5,m4,2019-07-15_AK_B_L5_m4,0.25,66,0,0.25,85,15,0,264
2019-07-15_AK_B_L5,m8,2019-07-15_AK_B_L5_m8,0.25,50,0,0.25,50,70,0,200
2019-07-15_AK_B_L5,m12,2019-07-15_AK_B_L5_m12,0.25,72,0,0.25,60,40,0,288
2019-07-15_AK_B_L5,m16,2019-07-15_AK_B_L5_m16,0.25,52,0,0.25,60,40,0,208
2019-07-15_AK_B_L6,m4,2019-07-15_AK_B_L6_m4,0.25,58,0,0.25,60,40,0,232
2019-07-15_AK_B_L6,m8,2019-07-15_AK_B_L6_m8,0.25,56,0,0.25,30,70,0,224
2019-07-15_AK_B_L6,m12,2019-07-15_AK_B_L6_m12,0.25,50,0,0.25,90,10,0,200
2019-07-15_AK_B_L6,m16,2019-07-15_AK_B_L6_m16,0.25,76,0,0.25,92,7,1,304
2019-07-16_AK_C_U1,m4,2019-07-16_AK_C_U1_m4,0.25,88,4,0.25,55,45,0,352
2019-07-16_AK_C_U1,m8,2019-07-16_AK_C_U1_m8,0.25,153,1,0.25,100,0,0,612
2019-07-16_AK_C_U1,m12,2019-07-16_AK_C_U1_m12,0.25,103,0,0.25,60,40,0,412
2019-07-16_AK_C_U1,m16,2019-07-16_AK_C_U1_m16,0.25,77,0,0.25,45,55,0,308
2019-07-16_AK_C_U2,m4,2019-07-16_AK_C_U2_m4,0.25,134,1,0.25,75,19,6,536
2019-07-16_AK_C_U2,m8,2019-07-16_AK_C_U2_m8,0.25,45,0,0.25,15,73,12,180
2019-07-16_AK_C_U2,m12,2019-07-16_AK_C_U2_m12,0.25,97,0,0.25,45,45,10,388
2019-07-16_AK_C_U2,m16,2019-07-16_AK_C_U2_m16,0.25,120,0,0.25,90,8,2,480
2019-07-16_AK_C_U3,m4,2019-07-16_AK_C_U3_m4,0.25,162,1,0.25,80,20,0,648
2019-07-16_AK_C_U3,m8,2019-07-16_AK_C_U3_m8,0.25,142,0,0.25,100,0,0,568
2019-07-16_AK_C_U3,m12,2019-07-16_AK_C_U3_m12,0.25,132,1,0.25,100,0,0,528
2019-07-16_AK_C_U3,m16,2019-07-16_AK_C_U3_m16,0.25,72,0,0.25,100,0,0,288
2019-07-16_AK_C_L4,m4,2019-07-16_AK_C_L4_m4,0.25,52,0,0.25,98,2,0,208
2019-07-16_AK_C_L4,m8,2019-07-16_AK_C_L4_m8,0.25,39,0,0.25,85,15,0,156
2019-07-16_AK_C_L4,m12,2019-07-16_AK_C_L4_m12,0.25,66,0,0.25,92,8,0,264
2019-07-16_AK_C_L4,m16,2019-07-16_AK_C_L4_m16,0.25,28,1,0.25,90,10,0,112
2019-07-16_AK_C_L5,m4,2019-07-16_AK_C_L5_m4,0.25,73,0,0.25,95,5,0,292
2019-07-16_AK_C_L5,m8,2019-07-16_AK_C_L5_m8,0.25,61,0,0.25,95,5,0,244
2019-07-16_AK_C_L5,m12,2019-07-16_AK_C_L5_m12,0.25,66,1,0.25,92,8,0,264
2019-07-16_AK_C_L5,m16,2019-07-16_AK_C_L5_m16,0.25,70,0,0.25,90,10,0,280
2019-07-16_AK_C_L6,m4,2019-07-16_AK_C_L6_m4,0.25,64,0,0.25,98,2,0,256
2019-07-16_AK_C_L6,m8,2019-07-16_AK_C_L6_m8,0.25,73,1,0.25,95,5,0,292
2019-07-16_AK_C_L6,m12,2019-07-16_AK_C_L6_m12,0.25,74,1,0.25,96,4,0,296
2019-07-16_AK_C_L6,m16,2019-07-16_AK_C_L6_m16,0.25,67,2,0.25,95,5,0,268
2019-07-17_AK_D_U1,m4,2019-07-17_AK_D_U1_m4,0.25,22,0,0.25,8,52,40,88
2019-07-17_AK_D_U1,m8,2019-07-17_AK_D_U1_m8,0.25,27,0,0.25,10,70,20,108
2019-07-17_AK_D_U1,m12,2019-07-17_AK_D_U1_m12,0.25,31,0,0.25,10,55,35,124
2019-07-17_AK_D_U1,m16,2019-07-17_AK_D_U1_m16,0.25,16,0,0.25,10,55,35,64
2019-07-17_AK_D_U2,m4,2019-07-17_AK_D_U2_m4,0.25,57,0,0.25,30,60,10,228
2019-07-17_AK_D_U2,m8,2019-07-17_AK_D_U2_m8,0.25,44,0,0.25,20,35,45,176
2019-07-17_AK_D_U2,m12,2019-07-17_AK_D_U2_m12,0.25,12,0,0.25,10,30,60,48
2019-07-17_AK_D_U2,m16,2019-07-17_AK_D_U2_m16,0.25,40,0,0.25,60,30,10,160
2019-07-17_AK_D_U3,m4,2019-07-17_AK_D_U3_m4,0.25,40,0,0.25,20,50,30,160
2019-07-17_AK_D_U3,m8,2019-07-17_AK_D_U3_m8,0.25,31,0,0.25,40,40,20,124
2019-07-17_AK_D_U3,m12,2019-07-17_AK_D_U3_m12,0.25,15,0,0.25,30,45,25,60
2019-07-17_AK_D_U3,m16,2019-07-17_AK_D_U3_m16,0.25,30,0,0.25,40,40,20,120
2019-07-17_AK_D_L4,m4,2019-07-17_AK_D_L4_m4,0.25,56,0,0.25,45,55,0,224
2019-07-17_AK_D_L4,m8,2019-07-17_AK_D_L4_m8,0.25,32,0,0.25,30,62,8,128
2019-07-17_AK_D_L4,m12,2019-07-17_AK_D_L4_m12,0.25,26,0,0.25,25,50,25,104
2019-07-17_AK_D_L4,m16,2019-07-17_AK_D_L4_m16,0.25,42,2,0.25,40,45,15,168
2019-07-17_AK_D_L5,m4,2019-07-17_AK_D_L5_m4,0.25,18,0,0.25,40,60,0,72
2019-07-17_AK_D_L5,m8,2019-07-17_AK_D_L5_m8,0.25,15,0,0.25,40,10,50,60
2019-07-17_AK_D_L5,m12,2019-07-17_AK_D_L5_m12,0.25,45,0,0.25,30,68,2,180
2019-07-17_AK_D_L5,m16,2019-07-17_AK_D_L5_m16,0.25,31,0,0.25,78,20,2,124
2019-07-17_AK_D_L6,m4,2019-07-17_AK_D_L6_m4,0.25,38,0,0.25,75,20,5,152
2019-07-17_AK_D_L6,m8,2019-07-17_AK_D_L6_m8,0.25,47,0,0.25,60,40,0,188
2019-07-17_AK_D_L6,m12,2019-07-17_AK_D_L6_m12,0.25,50,0,0.25,85,15,0,200
2019-07-17_AK_D_L6,m16,2019-07-17_AK_D_L6_m16,0.25,43,0,0.25,85,13,2,172
2019-07-18_AK_E_U1,m4,2019-07-18_AK_E_U1_m4,0.25,220,0,0.25,95,4,1,880
2019-07-18_AK_E_U1,m8,2019-07-18_AK_E_U1_m8,0.25,74,0,0.25,30,30,40,296
2019-07-18_AK_E_U1,m12,2019-07-18_AK_E_U1_m12,0.25,93,0,0.25,25,35,40,372
2019-07-18_AK_E_U1,m16,2019-07-18_AK_E_U1_m16,0.25,127,0,0.25,75,25,0,508
2019-07-18_AK_E_U2,m4,2019-07-18_AK_E_U2_m4,0.25,154,0,0.25,75,15,10,616
2019-07-18_AK_E_U2,m8,2019-07-18_AK_E_U2_m8,0.25,127,0,0.25,40,55,5,508
2019-07-18_AK_E_U2,m12,2019-07-18_AK_E_U2_m12,0.25,83,0,0.25,15,60,25,332
2019-07-18_AK_E_U2,m16,2019-07-18_AK_E_U2_m16,0.25,129,0,0.25,40,40,20,516
2019-07-18_AK_E_U3,m4,2019-07-18_AK_E_U3_m4,0.25,98,0,0.25,30,60,10,392
2019-07-18_AK_E_U3,m8,2019-07-18_AK_E_U3_m8,0.25,168,0,0.25,30,60,10,672
2019-07-18_AK_E_U3,m12,2019-07-18_AK_E_U3_m12,0.25,112,0,0.25,80,20,0,448
2019-07-18_AK_E_U3,m16,2019-07-18_AK_E_U3_m16,0.25,124,0,0.25,50,45,5,496
2019-07-18_AK_E_L4,m4,2019-07-18_AK_E_L4_m4,0.25,134,1,0.25,100,0,0,536
2019-07-18_AK_E_L4,m8,2019-07-18_AK_E_L4_m8,0.25,70,0,0.25,83,5,12,280
2019-07-18_AK_E_L4,m12,2019-07-18_AK_E_L4_m12,0.25,52,0,0.25,77,8,15,208
2019-07-18_AK_E_L4,m16,2019-07-18_AK_E_L4_m16,0.25,52,0,0.25,25,0,75,208
2019-07-18_AK_E_L5,m4,2019-07-18_AK_E_L5_m4,0.25,134,0,0.25,50,50,0,536
2019-07-18_AK_E_L5,m8,2019-07-18_AK_E_L5_m8,0.25,130,0,0.25,75,15,10,520
2019-07-18_AK_E_L5,m12,2019-07-18_AK_E_L5_m12,0.25,91,0,0.25,35,50,15,364
2019-07-18_AK_E_L5,m16,2019-07-18_AK_E_L5_m16,0.25,110,0,0.25,85,3,12,440
2019-07-18_AK_E_L6,m4,2019-07-18_AK_E_L6_m4,0.25,159,0,0.25,70,15,15,636
2019-07-18_AK_E_L6,m8,2019-07-18_AK_E_L6_m8,0.25,188,0,0.25,87,10,30,752
2019-07-18_AK_E_L6,m12,2019-07-18_AK_E_L6_m12,0.25,145,0,0.25,40,0,60,580
2019-07-18_AK_E_L6,m16,2019-07-18_AK_E_L6_m16,0.25,139,0,0.25,7,17,8,556
2019-07-19_AK_F_U1,m4,2019-07-19_AK_F_U1_m4,0.25,58,4,0.25,25,75,0,232
2019-07-19_AK_F_U1,m8,2019-07-19_AK_F_U1_m8,0.25,52,0,0.25,30,65,5,208
2019-07-19_AK_F_U1,m12,2019-07-19_AK_F_U1_m12,0.25,73,0,0.25,35,65,0,292
2019-07-19_AK_F_U1,m16,2019-07-19_AK_F_U1_m16,0.25,68,1,0.25,35,65,0,272
2019-07-19_AK_F_U2,m4,2019-07-19_AK_F_U2_m4,0.25,89,1,0.25,45,55,0,356
2019-07-19_AK_F_U2,m8,2019-07-19_AK_F_U2_m8,0.25,66,1,0.25,50,50,0,264
2019-07-19_AK_F_U2,m12,2019-07-19_AK_F_U2_m12,0.25,97,1,0.25,65,30,5,388
2019-07-19_AK_F_U2,m16,2019-07-19_AK_F_U2_m16,0.25,27,0,0.25,15,70,15,108
2019-07-19_AK_F_U3,m4,2019-07-19_AK_F_U3_m4,0.25,35,1,0.25,25,70,5,140
2019-07-19_AK_F_U3,m8,2019-07-19_AK_F_U3_m8,0.25,52,0,0.25,30,50,20,208
2019-07-19_AK_F_U3,m12,2019-07-19_AK_F_U3_m12,0.25,80,1,0.25,50,50,0,320
2019-07-19_AK_F_U3,m16,2019-07-19_AK_F_U3_m16,0.25,56,0,0.25,30,88,2,224
2019-07-19_AK_F_L4,m4,2019-07-19_AK_F_L4_m4,0.25,38,1,0.25,80,20,0,152
2019-07-19_AK_F_L4,m8,2019-07-19_AK_F_L4_m8,0.25,30,0,0.25,50,50,0,120
2019-07-19_AK_F_L4,m12,2019-07-19_AK_F_L4_m12,0.25,66,1,0.25,90,10,0,264
2019-07-19_AK_F_L4,m16,2019-07-19_AK_F_L4_m16,0.25,28,0,0.25,70,30,0,112
2019-07-19_AK_F_L5,m4,2019-07-19_AK_F_L5_m4,0.25,38,0,0.25,50,50,0,152
2019-07-19_AK_F_L5,m8,2019-07-19_AK_F_L5_m8,0.25,30,1,0.25,50,50,0,120
2019-07-19_AK_F_L5,m12,2019-07-19_AK_F_L5_m12,0.25,66,1,0.25,25,75,0,264
2019-07-19_AK_F_L5,m16,2019-07-19_AK_F_L5_m16,0.25,28,0,0.25,95,5,0,112
2019-07-19_AK_F_L6,m4,2019-07-19_AK_F_L6_m4,0.25,39,0,0.25,60,40,0,156
2019-07-19_AK_F_L6,m8,2019-07-19_AK_F_L6_m8,0.25,45,0,0.25,60,40,0,180
2019-07-19_AK_F_L6,m12,2019-07-19_AK_F_L6_m12,0.25,25,1,0.25,90,10,0,100
2019-07-19_AK_F_L6,m16,2019-07-19_AK_F_L6_m16,0.25,42,0,0.25,35,65,0,168
2019-07-29_BC_A_U1,m4,2019-07-29_BC_A_U1_m4,0.0625,64,2,0.25,100,0,0,1024
2019-07-29_BC_A_U1,m8,2019-07-29_BC_A_U1_m8,0.0625,46,0,0.25,100,0,0,736
2019-07-29_BC_A_U1,m12,2019-07-29_BC_A_U1_m12,0.0625,69,0,0.25,100,0,0,1104
2019-07-29_BC_A_U1,m16,2019-07-29_BC_A_U1_m16,0.0625,82,3,0.25,100,0,0,1312
2019-07-29_BC_A_U2,m4,2019-07-29_BC_A_U2_m4,0.0625,83,0,0.25,100,0,0,1328
2019-07-29_BC_A_U2,m8,2019-07-29_BC_A_U2_m8,0.0625,75,0,0.25,95,2,3,1200
2019-07-29_BC_A_U2,m12,2019-07-29_BC_A_U2_m12,0.0625,20,0,0.25,89,10,1,320
2019-07-29_BC_A_U2,m16,2019-07-29_BC_A_U2_m16,0.0625,105,0,0.25,100,0,0,1680
2019-07-29_BC_A_U3,m4,2019-07-29_BC_A_U3_m4,0.0625,38,1,0.25,100,0,0,608
2019-07-29_BC_A_U3,m8,2019-07-29_BC_A_U3_m8,0.0625,48,8,0.25,100,0,0,768
2019-07-29_BC_A_U3,m12,2019-07-29_BC_A_U3_m12,0.0625,77,4,0.25,100,0,0,1232
2019-07-29_BC_A_U3,m16,2019-07-29_BC_A_U3_m16,0.0625,69,0,0.25,100,0,0,1104
2019-07-30_BC_A_L4,m4,2019-07-30_BC_A_L4_m4,0.0625,33,0,0.25,99,1,0,528
2019-07-30_BC_A_L4,m8,2019-07-30_BC_A_L4_m8,0.0625,36,2,0.25,100,0,0,576
2019-07-30_BC_A_L4,m12,2019-07-30_BC_A_L4_m12,0.0625,36,2,0.25,100,0,0,576
2019-07-30_BC_A_L4,m16,2019-07-30_BC_A_L4_m16,0.0625,38,0,0.25,100,0,0,608
2019-07-30_BC_A_L5,m4,2019-07-30_BC_A_L5_m4,0.0625,41,0,0.25,100,0,0,656
2019-07-30_BC_A_L5,m8,2019-07-30_BC_A_L5_m8,0.0625,26,0,0.25,100,0,0,416
2019-07-30_BC_A_L5,m12,2019-07-30_BC_A_L5_m12,0.0625,46,0,0.25,100,0,0,736
2019-07-30_BC_A_L5,m16,2019-07-30_BC_A_L5_m16,0.0625,59,0,0.25,100,0,0,944
2019-07-30_BC_A_L6,m4,2019-07-30_BC_A_L6_m4,0.0625,49,0,0.25,100,0,0,784
2019-07-30_BC_A_L6,m8,2019-07-30_BC_A_L6_m8,0.0625,51,0,0.25,100,0,0,816
2019-07-30_BC_A_L6,m12,2019-07-30_BC_A_L6_m12,0.0625,42,0,0.25,100,0,0,672
2019-07-30_BC_A_L6,m16,2019-07-30_BC_A_L6_m16,0.0625,56,6,0.25,100,0,0,896
2019-07-31_BC_B_U1,m4,2019-07-31_BC_B_U1_m4,0.0625,20,0,0.25,100,0,0,320
2019-07-31_BC_B_U1,m8,2019-07-31_BC_B_U1_m8,0.0625,13,0,0.25,100,0,0,208
2019-07-31_BC_B_U1,m12,2019-07-31_BC_B_U1_m12,0.0625,20,0,0.25,100,0,0,320
2019-07-31_BC_B_U1,m16,2019-07-31_BC_B_U1_m16,0.0625,14,0,0.25,100,0,0,224
2019-07-31_BC_B_U2,m4,2019-07-31_BC_B_U2_m4,0.0625,8,0,0.25,100,0,0,128
2019-07-31_BC_B_U2,m8,2019-07-31_BC_B_U2_m8,0.0625,7,0,0.25,90,10,0,112
2019-07-31_BC_B_U2,m12,2019-07-31_BC_B_U2_m12,0.0625,8,0,0.25,90,10,0,128
2019-07-31_BC_B_U2,m16,2019-07-31_BC_B_U2_m16,0.0625,8,0,0.25,90,10,0,128
2019-07-31_BC_B_U3,m4,2019-07-31_BC_B_U3_m4,0.0625,8,0,0.25,40,60,0,128
2019-07-31_BC_B_U3,m8,2019-07-31_BC_B_U3_m8,0.0625,7,0,0.25,80,20,0,112
2019-07-31_BC_B_U3,m12,2019-07-31_BC_B_U3_m12,0.0625,7,0,0.25,40,60,0,112
2019-07-31_BC_B_U3,m16,2019-07-31_BC_B_U3_m16,0.0625,5,0,0.25,30,70,0,80
2019-07-31_BC_B_L4,m4,2019-07-31_BC_B_L4_m4,0.0625,8,0,0.25,NA,NA,NA,128
2019-07-31_BC_B_L4,m8,2019-07-31_BC_B_L4_m8,0.0625,11,0,0.25,95,5,0,176
2019-07-31_BC_B_L4,m12,2019-07-31_BC_B_L4_m12,0.0625,11,0,0.25,95,5,0,176
2019-07-31_BC_B_L4,m16,2019-07-31_BC_B_L4_m16,0.0625,11,0,0.25,100,0,0,176
2019-07-31_BC_B_L5,m4,2019-07-31_BC_B_L5_m4,0.0625,7,0,0.25,100,0,0,112
2019-07-31_BC_B_L5,m8,2019-07-31_BC_B_L5_m8,0.0625,6,0,0.25,100,0,0,96
2019-07-31_BC_B_L5,m12,2019-07-31_BC_B_L5_m12,0.0625,9,0,0.25,100,0,0,144
2019-07-31_BC_B_L5,m16,2019-07-31_BC_B_L5_m16,0.0625,8,0,0.25,100,0,0,128
2019-07-31_BC_B_L6,m4,2019-07-31_BC_B_L6_m4,0.0625,3,0,0.25,5,95,0,48
2019-07-31_BC_B_L6,m8,2019-07-31_BC_B_L6_m8,0.0625,12,0,0.25,35,55,10,192
2019-07-31_BC_B_L6,m12,2019-07-31_BC_B_L6_m12,0.0625,15,0,0.25,80,20,0,240
2019-07-31_BC_B_L6,m16,2019-07-31_BC_B_L6_m16,0.0625,9,0,0.25,40,50,10,144
2019-08-01_BC_C_U1,m4,2019-08-01_BC_C_U1_m4,0.0625,20,0,0.25,75,20,5,320
2019-08-01_BC_C_U1,m8,2019-08-01_BC_C_U1_m8,0.0625,23,0,0.25,80,20,0,368
2019-08-01_BC_C_U1,m12,2019-08-01_BC_C_U1_m12,0.0625,25,0,0.25,70,30,0,400
2019-08-01_BC_C_U1,m16,2019-08-01_BC_C_U1_m16,0.0625,32,0,0.25,80,17,3,512
2019-08-01_BC_C_U2,m4,2019-08-01_BC_C_U2_m4,0.0625,40,0,0.25,97,0,3,640
2019-08-01_BC_C_U2,m8,2019-08-01_BC_C_U2_m8,0.0625,27,1,0.25,87,10,3,432
2019-08-01_BC_C_U2,m12,2019-08-01_BC_C_U2_m12,0.0625,50,0,0.25,84,15,1,800
2019-08-01_BC_C_U2,m16,2019-08-01_BC_C_U2_m16,0.0625,37,1,0.25,95,3,2,592
2019-08-01_BC_C_U3,m4,2019-08-01_BC_C_U3_m4,0.0625,62,1,0.25,80,15,5,992
2019-08-01_BC_C_U3,m8,2019-08-01_BC_C_U3_m8,0.0625,40,1,0.25,100,0,0,640
2019-08-01_BC_C_U3,m12,2019-08-01_BC_C_U3_m12,0.0625,54,0,0.25,87,10,3,864
2019-08-01_BC_C_U3,m16,2019-08-01_BC_C_U3_m16,0.0625,58,0,0.25,98,0,2,928
2019-08-01_BC_C_L4,m4,2019-08-01_BC_C_L4_m4,0.0625,27,0,0.25,97,0,3,432
2019-08-01_BC_C_L4,m8,2019-08-01_BC_C_L4_m8,0.0625,24,0,0.25,98,0,2,384
2019-08-01_BC_C_L4,m12,2019-08-01_BC_C_L4_m12,0.0625,6,0,0.25,90,0,10,96
2019-08-01_BC_C_L4,m16,2019-08-01_BC_C_L4_m16,0.0625,23,0,0.25,98,0,2,368
2019-08-01_BC_C_L5,m4,2019-08-01_BC_C_L5_m4,0.0625,59,0,0.25,100,0,0,944
2019-08-01_BC_C_L5,m8,2019-08-01_BC_C_L5_m8,0.0625,31,1,0.25,100,0,0,496
2019-08-01_BC_C_L5,m12,2019-08-01_BC_C_L5_m12,0.0625,26,1,0.25,99,1,0,416
2019-08-01_BC_C_L5,m16,2019-08-01_BC_C_L5_m16,0.0625,18,1,0.25,97,0,3,288
2019-08-01_BC_C_L6,m4,2019-08-01_BC_C_L6_m4,0.0625,9,0,0.25,95,0,5,144
2019-08-01_BC_C_L6,m8,2019-08-01_BC_C_L6_m8,0.0625,18,0,0.25,98,0,2,288
2019-08-01_BC_C_L6,m12,2019-08-01_BC_C_L6_m12,0.0625,12,0,0.25,70,0,30,192
2019-08-01_BC_C_L6,m16,2019-08-01_BC_C_L6_m16,0.0625,11,0,0.25,95,0,5,176
2019-08-02_BC_D_U1,m4,2019-08-02_BC_D_U1_m4,0.0625,136,1,0.25,100,0,0,2176
2019-08-02_BC_D_U1,m8,2019-08-02_BC_D_U1_m8,0.0625,74,0,0.25,95,5,0,1184
2019-08-02_BC_D_U1,m12,2019-08-02_BC_D_U1_m12,0.0625,95,0,0.25,100,0,0,1520
2019-08-02_BC_D_U1,m16,2019-08-02_BC_D_U1_m16,0.0625,103,0,0.25,100,0,0,1648
2019-08-02_BC_D_U2,m4,2019-08-02_BC_D_U2_m4,0.0625,225,0,0.25,100,0,0,3600
2019-08-02_BC_D_U2,m8,2019-08-02_BC_D_U2_m8,0.0625,175,1,0.25,100,0,0,2800
2019-08-02_BC_D_U2,m12,2019-08-02_BC_D_U2_m12,0.0625,215,0,0.25,85,0,15,3440
2019-08-02_BC_D_U2,m16,2019-08-02_BC_D_U2_m16,0.0625,59,0,0.25,95,0,5,944
2019-08-02_BC_D_U3,m4,2019-08-02_BC_D_U3_m4,0.0625,46,0,0.25,85,5,10,736
2019-08-02_BC_D_U3,m8,2019-08-02_BC_D_U3_m8,0.0625,34,0,0.25,70,20,10,544
2019-08-02_BC_D_U3,m12,2019-08-02_BC_D_U3_m12,0.0625,74,0,0.25,95,3,2,1184
2019-08-02_BC_D_U3,m16,2019-08-02_BC_D_U3_m16,0.0625,84,0,0.25,98,2,0,1344
2019-08-02_BC_D_L4,m4,2019-08-02_BC_D_L4_m4,0.0625,18,0,0.25,95,5,0,288
2019-08-02_BC_D_L4,m8,2019-08-02_BC_D_L4_m8,0.0625,20,0,0.25,100,0,0,320
2019-08-02_BC_D_L4,m12,2019-08-02_BC_D_L4_m12,0.0625,16,0,0.25,100,0,0,256
